Frame	Tempo (s)	Emoção
1409	46.97	fear
1410	47.00	sad
1411	47.03	sad
1412	47.07	sad
1413	47.10	sad
1414	47.13	sad
1415	47.17	sad
1416	47.20	sad
1417	47.23	sad
1418	47.27	neutral
1419	47.30	sad
1420	47.33	sad
1421	47.37	sad
1422	47.40	sad
1423	47.43	fear
1424	47.47	sad
1425	47.50	sad
1426	47.53	fear
1427	47.57	sad
1428	47.60	fear
1429	47.63	neutral
1430	47.67	fear
1431	47.70	fear
1432	47.73	fear
1433	47.77	neutral
1434	47.80	neutral
1435	47.83	neutral
1436	47.87	neutral
1437	47.90	neutral
1438	47.93	neutral
1439	47.97	neutral
1440	48.00	happy
1441	48.03	neutral
1442	48.07	neutral
1443	48.10	neutral
1444	48.13	neutral
1445	48.17	neutral
1446	48.20	neutral
1447	48.23	neutral
1448	48.27	happy
1449	48.30	neutral
1450	48.33	happy
1451	48.37	neutral
1452	48.40	happy
1453	48.43	happy
1454	48.47	happy
1455	48.50	happy
1456	48.53	happy
1457	48.57	happy
1458	48.60	happy
1459	48.63	happy
1460	48.67	happy
1461	48.70	happy
1462	48.73	happy
1463	48.77	fear
1464	48.80	happy
1465	48.83	fear
1466	48.87	happy
1467	48.90	happy
1468	48.93	happy
1469	48.97	happy
1470	49.00	happy
1471	49.03	happy
1472	49.07	happy
1473	49.10	happy
1474	49.13	happy
1475	49.17	happy
1476	49.20	happy
1477	49.23	happy
1478	49.27	happy
1479	49.30	happy
1480	49.33	happy
1481	49.37	happy
1482	49.40	happy
1483	49.43	happy
1484	49.47	happy
1485	49.50	happy
1486	49.53	happy
1487	49.57	happy
1488	49.60	happy
1489	49.63	happy
1490	49.67	happy
1491	49.70	happy
1492	49.73	happy
1493	49.77	happy
1494	49.80	happy
1495	49.83	happy
1496	49.87	happy
1497	49.90	happy
1498	49.93	happy
1499	49.97	happy
1500	50.00	happy
1501	50.03	neutral
1502	50.07	fear
1503	50.10	neutral
1504	50.13	fear
1505	50.17	happy
1506	50.20	happy
1507	50.23	happy
1508	50.27	neutral
1509	50.30	happy
1510	50.33	happy
1511	50.37	happy
1512	50.40	happy
1513	50.43	happy
1514	50.47	happy
1515	50.50	happy
1516	50.53	happy
1517	50.57	happy
1518	50.60	happy
1519	50.63	happy
1520	50.67	happy
1521	50.70	happy
1522	50.73	happy
1523	50.77	happy
1524	50.80	happy
1525	50.83	happy
1526	50.87	happy
1527	50.90	happy
1528	50.93	happy
1529	50.97	happy
1530	51.00	neutral
1531	51.03	fear
1532	51.07	fear
1533	51.10	happy
1534	51.13	happy
1535	51.17	happy
1536	51.20	fear
1537	51.23	neutral
1538	51.27	happy
1539	51.30	happy
1540	51.33	happy
1541	51.37	happy
1542	51.40	happy
1543	51.43	happy
1544	51.47	happy
1545	51.50	happy
1546	51.53	happy
1547	51.57	happy
1548	51.60	happy
1549	51.63	happy
1550	51.67	happy
1551	51.70	happy
1552	51.73	happy
1553	51.77	happy
1554	51.80	neutral
1555	51.83	neutral
1556	51.87	neutral
1557	51.90	neutral
1558	51.93	neutral
1559	51.97	neutral
1560	52.00	neutral
1561	52.03	neutral
1562	52.07	fear
1563	52.10	sad
1564	52.13	sad
1565	52.17	neutral
1566	52.20	fear
1567	52.23	happy
1568	52.27	happy
1569	52.30	happy
1570	52.33	happy
1571	52.37	happy
1572	52.40	happy
1573	52.43	happy
1574	52.47	happy
1575	52.50	happy
1576	52.53	happy
1577	52.57	happy
1578	52.60	happy
1579	52.63	happy
1580	52.67	happy
1581	52.70	happy
1582	52.73	happy
1583	52.77	happy
1584	52.80	happy
1585	52.83	happy
1586	52.87	happy
1587	52.90	happy
1588	52.93	happy
1589	52.97	happy
1590	53.00	happy
1591	53.03	happy
1592	53.07	happy
1593	53.10	happy
1594	53.13	happy
1595	53.17	happy
1596	53.20	happy
1597	53.23	neutral
1598	53.27	sad
1599	53.30	neutral
1600	53.33	neutral
1601	53.37	neutral
1602	53.40	neutral
1603	53.43	neutral
1604	53.47	fear
1605	53.50	happy
1606	53.53	happy
1607	53.57	happy
1608	53.60	happy
1609	53.63	happy
1610	53.67	happy
1611	53.70	fear
1612	53.73	fear
1613	53.77	fear
1614	53.80	fear
1615	53.83	happy
1616	53.87	fear
1617	53.90	fear
1618	53.93	happy
1619	53.97	happy
1620	54.00	neutral
1621	54.03	neutral
1622	54.07	neutral
1623	54.10	neutral
1624	54.13	neutral
1625	54.17	neutral
1626	54.20	neutral
1627	54.23	neutral
1628	54.27	neutral
1629	54.30	neutral
1630	54.33	neutral
1631	54.37	neutral
1632	54.40	neutral
1633	54.43	neutral
1634	54.47	neutral
1635	54.50	neutral
1636	54.53	neutral
1637	54.57	neutral
1638	54.60	neutral
1639	54.63	neutral
1640	54.67	neutral
1641	54.70	neutral
1642	54.73	neutral
1643	54.77	neutral
1644	54.80	neutral
1645	54.83	neutral
1646	54.87	neutral
1647	54.90	neutral
1648	54.93	neutral
1649	54.97	neutral
1650	55.00	neutral
1651	55.03	neutral
1652	55.07	neutral
1653	55.10	neutral
1654	55.13	neutral
1655	55.17	neutral
1656	55.20	sad
1657	55.23	sad
1658	55.27	neutral
1659	55.30	sad
1660	55.33	neutral
1661	55.37	neutral
1662	55.40	neutral
1663	55.43	neutral
1664	55.47	neutral
1665	55.50	neutral
1666	55.53	neutral
1667	55.57	neutral
1668	55.60	neutral
1669	55.63	neutral
1670	55.67	neutral
1671	55.70	neutral
1672	55.73	neutral
1673	55.77	neutral
1674	55.80	neutral
1675	55.83	neutral
1676	55.87	neutral
1677	55.90	neutral
1678	55.93	neutral
1679	55.97	neutral
1680	56.00	neutral
1681	56.03	neutral
1682	56.07	neutral
1683	56.10	neutral
1684	56.13	neutral
1685	56.17	neutral
1686	56.20	neutral
1687	56.23	neutral
1688	56.27	neutral
1689	56.30	neutral
1690	56.33	neutral
1691	56.37	neutral
1692	56.40	neutral
1693	56.43	neutral
1694	56.47	neutral
1695	56.50	neutral
1696	56.53	neutral
1697	56.57	neutral
1698	56.60	neutral
1699	56.63	neutral
1700	56.67	neutral
1701	56.70	neutral
1702	56.73	surprise
1703	56.77	surprise
1704	56.80	surprise
1705	56.83	surprise
1706	56.87	neutral
1707	56.90	surprise
1708	56.93	surprise
1709	56.97	surprise
1710	57.00	sad
1711	57.03	sad
1712	57.07	sad
1713	57.10	sad
1714	57.13	sad
1715	57.17	sad
1716	57.20	sad
1717	57.23	sad
1718	57.27	sad
1719	57.30	sad
1720	57.33	sad
1721	57.37	neutral
1722	57.40	neutral
1723	57.43	neutral
1724	57.47	neutral
1725	57.50	neutral
1726	57.53	neutral
1727	57.57	sad
1728	57.60	neutral
1729	57.63	neutral
1730	57.67	sad
1731	57.70	neutral
1732	57.73	neutral
1733	57.77	neutral
1734	57.80	neutral
1735	57.83	neutral
1736	57.87	happy
1737	57.90	happy
1738	57.93	happy
1739	57.97	happy
1740	58.00	happy
1741	58.03	happy
1742	58.07	happy
1743	58.10	happy
1744	58.13	happy
1745	58.17	happy
1746	58.20	happy
1747	58.23	neutral
1748	58.27	neutral
1749	58.30	fear
1750	58.33	neutral
1751	58.37	neutral
1752	58.40	neutral
1753	58.43	fear
1754	58.47	neutral
1755	58.50	fear
1756	58.53	fear
1757	58.57	fear
1758	58.60	neutral
1759	58.63	neutral
1760	58.67	neutral
1761	58.70	neutral
1762	58.73	neutral
1763	58.77	neutral
1764	58.80	neutral
1765	58.83	neutral
1766	58.87	neutral
1767	58.90	neutral
1768	58.93	neutral
1769	58.97	fear
1770	59.00	neutral
1771	59.03	neutral
1772	59.07	neutral
1773	59.10	neutral
1774	59.13	neutral
1775	59.17	neutral
1776	59.20	fear
1777	59.23	fear
1778	59.27	fear
1779	59.30	fear
1780	59.33	fear
1781	59.37	neutral
1782	59.40	neutral
1783	59.43	fear
1784	59.47	neutral
1785	59.50	fear
1786	59.53	fear
1787	59.57	sad
1788	59.60	fear
1789	59.63	fear
1790	59.67	neutral
1791	59.70	fear
1792	59.73	sad
1793	59.77	sad
1794	59.80	happy
1795	59.83	happy
1796	59.87	happy
1797	59.90	happy
1798	59.93	happy
1799	59.97	happy
1800	60.00	happy
1801	60.03	happy
1802	60.07	happy
1803	60.10	happy
1804	60.13	happy
1805	60.17	happy
1806	60.20	happy
1807	60.23	sad
1808	60.27	sad
1809	60.30	sad
1810	60.33	angry
1811	60.37	angry
1812	60.40	angry
1813	60.43	angry
1814	60.47	angry
1815	60.50	angry
1816	60.53	angry
1817	60.57	angry
1818	60.60	happy
1819	60.63	happy
1820	60.67	angry
1821	60.70	angry
1822	60.73	happy
1823	60.77	happy
1824	60.80	angry
1825	60.83	angry
1826	60.87	angry
1827	60.90	angry
1828	60.93	angry
1829	60.97	angry
1830	61.00	sad
1831	61.03	sad
1832	61.07	sad
1833	61.10	sad
1834	61.13	sad
1835	61.17	neutral
1836	61.20	sad
1837	61.23	sad
1838	61.27	fear
1839	61.30	sad
1840	61.33	fear
1841	61.37	sad
1842	61.40	sad
1843	61.43	sad
1844	61.47	sad
1845	61.50	fear
1846	61.53	fear
1847	61.57	fear
1848	61.60	fear
1849	61.63	fear
1850	61.67	fear
1851	61.70	fear
1852	61.73	fear
1853	61.77	neutral
1854	61.80	fear
1855	61.83	neutral
1856	61.87	neutral
1857	61.90	neutral
1858	61.93	fear
1859	61.97	fear
1860	62.00	fear
1861	62.03	fear
1862	62.07	fear
1863	62.10	sad
1864	62.13	fear
1865	62.17	sad
1866	62.20	neutral
1867	62.23	fear
1868	62.27	sad
1869	62.30	fear
1870	62.33	fear
1871	62.37	fear
1872	62.40	fear
1873	62.43	fear
1874	62.47	fear
1875	62.50	sad
1876	62.53	fear
1877	62.57	fear
1878	62.60	fear
1879	62.63	fear
1880	62.67	neutral
1881	62.70	fear
1882	62.73	angry
1883	62.77	neutral
1884	62.80	neutral
1885	62.83	fear
1886	62.87	fear
1887	62.90	sad
1888	62.93	sad
1889	62.97	sad
1890	63.00	sad
1891	63.03	sad
1892	63.07	sad
1893	63.10	sad
1894	63.13	sad
1895	63.17	sad
1896	63.20	sad
1897	63.23	sad
1898	63.27	sad
1899	63.30	sad
1900	63.33	sad
1901	63.37	sad
1902	63.40	sad
1903	63.43	sad
1904	63.47	sad
1905	63.50	sad
1906	63.53	sad
1907	63.57	sad
1908	63.60	sad
1909	63.63	sad
1910	63.67	sad
1911	63.70	sad
1912	63.73	sad
1913	63.77	sad
1914	63.80	sad
1915	63.83	sad
1916	63.87	sad
1917	63.90	sad
1918	63.93	sad
1919	63.97	sad
1920	64.00	sad
1921	64.03	sad
1922	64.07	sad
1923	64.10	sad
1924	64.13	sad
1925	64.17	sad
1926	64.20	sad
1927	64.23	sad
1928	64.27	sad
1929	64.30	sad
1930	64.33	neutral
1931	64.37	neutral
1932	64.40	neutral
1933	64.43	neutral
1934	64.47	neutral
1935	64.50	neutral
1936	64.53	neutral
1937	64.57	neutral
1938	64.60	neutral
1939	64.63	neutral
1940	64.67	neutral
1941	64.70	neutral
1942	64.73	neutral
1943	64.77	neutral
1944	64.80	neutral
1945	64.83	neutral
1946	64.87	neutral
1947	64.90	neutral
1948	64.93	neutral
1949	64.97	neutral
1950	65.00	neutral
1951	65.03	neutral
1952	65.07	neutral
1953	65.10	neutral
1954	65.13	neutral
1955	65.17	neutral
1956	65.20	neutral
1957	65.23	neutral
1958	65.27	neutral
1959	65.30	neutral
1960	65.33	neutral
1961	65.37	neutral
1962	65.40	neutral
1963	65.43	neutral
1964	65.47	neutral
1965	65.50	neutral
1966	65.53	neutral
1967	65.57	neutral
1968	65.60	neutral
1969	65.63	neutral
1970	65.67	neutral
1971	65.70	neutral
1972	65.73	neutral
1973	65.77	neutral
1974	65.80	neutral
1975	65.83	neutral
1976	65.87	neutral
1977	65.90	neutral
1978	65.93	neutral
1979	65.97	neutral
1980	66.00	sad
1981	66.03	sad
1982	66.07	neutral
1983	66.10	neutral
1984	66.13	neutral
1985	66.17	neutral
1986	66.20	neutral
1987	66.23	neutral
1988	66.27	neutral
1989	66.30	neutral
1990	66.33	neutral
1991	66.37	neutral
1992	66.40	neutral
1993	66.43	neutral
1994	66.47	neutral
1995	66.50	neutral
1996	66.53	neutral
1997	66.57	neutral
1998	66.60	neutral
1999	66.63	neutral
2000	66.67	neutral
2001	66.70	neutral
2002	66.73	neutral
2003	66.77	neutral
2004	66.80	neutral
2005	66.83	neutral
2006	66.87	neutral
2007	66.90	neutral
2008	66.93	neutral
2009	66.97	neutral
2010	67.00	fear
2011	67.03	fear
2012	67.07	fear
2013	67.10	fear
2014	67.13	fear
2015	67.17	fear
2016	67.20	happy
2017	67.23	happy
2018	67.27	happy
2019	67.30	happy
2020	67.33	happy
2021	67.37	happy
2022	67.40	happy
2023	67.43	happy
2024	67.47	happy
2025	67.50	happy
2026	67.53	happy
2027	67.57	happy
2028	67.60	happy
2029	67.63	happy
2030	67.67	neutral
2031	67.70	happy
2032	67.73	happy
2033	67.77	happy
2034	67.80	happy
2035	67.83	happy
2036	67.87	neutral
2037	67.90	neutral
2038	67.93	neutral
2039	67.97	neutral
2040	68.00	neutral
2041	68.03	neutral
2042	68.07	neutral
2043	68.10	neutral
2044	68.13	neutral
2045	68.17	happy
2046	68.20	happy
2047	68.23	happy
2048	68.27	happy
2049	68.30	happy
2050	68.33	happy
2051	68.37	happy
2052	68.40	happy
2053	68.43	happy
2054	68.47	happy
2055	68.50	happy
2056	68.53	happy
2057	68.57	happy
2058	68.60	happy
2059	68.63	happy
2060	68.67	happy
2061	68.70	happy
2062	68.73	happy
2063	68.77	happy
2064	68.80	happy
2065	68.83	happy
2066	68.87	happy
2067	68.90	neutral
2068	68.93	neutral
2069	68.97	neutral
2070	69.00	neutral
2071	69.03	neutral
2072	69.07	neutral
2073	69.10	neutral
2074	69.13	neutral
2075	69.17	neutral
2076	69.20	neutral
2077	69.23	neutral
2078	69.27	neutral
2079	69.30	neutral
2080	69.33	neutral
2081	69.37	neutral
2082	69.40	neutral
2083	69.43	neutral
2084	69.47	neutral
2085	69.50	neutral
2086	69.53	neutral
2087	69.57	neutral
2088	69.60	neutral
2089	69.63	neutral
2090	69.67	neutral
2091	69.70	neutral
2092	69.73	neutral
2093	69.77	neutral
2094	69.80	neutral
2095	69.83	happy
2096	69.87	happy
2097	69.90	happy
2098	69.93	happy
2099	69.97	happy
2100	70.00	happy
2101	70.03	happy
2102	70.07	happy
2103	70.10	happy
2104	70.13	happy
2105	70.17	neutral
2106	70.20	neutral
2107	70.23	neutral
2108	70.27	neutral
2109	70.30	neutral
2110	70.33	happy
2111	70.37	happy
2112	70.40	happy
2113	70.43	happy
2114	70.47	happy
2115	70.50	happy
2116	70.53	happy
2117	70.57	happy
2118	70.60	happy
2119	70.63	happy
2120	70.67	happy
2121	70.70	happy
2122	70.73	happy
2123	70.77	happy
2124	70.80	happy
2125	70.83	happy
2126	70.87	happy
2127	70.90	happy
2128	70.93	happy
2129	70.97	happy
2130	71.00	happy
2131	71.03	happy
2132	71.07	happy
2133	71.10	happy
2134	71.13	happy
2135	71.17	happy
2136	71.20	happy
2137	71.23	happy
2138	71.27	happy
2139	71.30	happy
2140	71.33	happy
2141	71.37	happy
2142	71.40	happy
2143	71.43	happy
2144	71.47	happy
2145	71.50	happy
2146	71.53	happy
2147	71.57	happy
2148	71.60	happy
2149	71.63	happy
2150	71.67	happy
2151	71.70	happy
2152	71.73	happy
2153	71.77	happy
2154	71.80	happy
2155	71.83	happy
2156	71.87	happy
2157	71.90	happy
2158	71.93	happy
2159	71.97	happy
2160	72.00	happy
2161	72.03	happy
2162	72.07	happy
2163	72.10	happy
2164	72.13	happy
2165	72.17	happy
2166	72.20	happy
2167	72.23	happy
2168	72.27	happy
2169	72.30	happy
2170	72.33	happy
2171	72.37	happy
2172	72.40	happy
2173	72.43	happy
2174	72.47	happy
2175	72.50	happy
2176	72.53	happy
2177	72.57	happy
2178	72.60	happy
2179	72.63	happy
2180	72.67	happy
2181	72.70	happy
2182	72.73	happy
2183	72.77	happy
2184	72.80	happy
2185	72.83	happy
2186	72.87	happy
2187	72.90	happy
2188	72.93	happy
2189	72.97	happy
2190	73.00	happy
2191	73.03	happy
2192	73.07	neutral
2193	73.10	happy
2194	73.13	happy
2195	73.17	happy
2196	73.20	happy
2197	73.23	happy
2198	73.27	happy
2199	73.30	happy
2200	73.33	happy
2201	73.37	happy
2202	73.40	fear
2203	73.43	fear
2204	73.47	neutral
2205	73.50	neutral
2206	73.53	neutral
2207	73.57	neutral
2208	73.60	neutral
2209	73.63	neutral
2210	73.67	neutral
2211	73.70	neutral
2212	73.73	neutral
2213	73.77	neutral
2214	73.80	neutral
2215	73.83	neutral
2216	73.87	neutral
2217	73.90	neutral
2218	73.93	happy
2219	73.97	happy
2220	74.00	happy
2221	74.03	happy
2222	74.07	happy
2223	74.10	neutral
2224	74.13	neutral
2225	74.17	neutral
2226	74.20	neutral
2227	74.23	neutral
2228	74.27	happy
2229	74.30	happy
2230	74.33	fear
2231	74.37	fear
2232	74.40	angry
2233	74.43	angry
2234	74.47	angry
2235	74.50	happy
2236	74.53	happy
2237	74.57	fear
2238	74.60	fear
2239	74.63	fear
2240	74.67	happy
2241	74.70	happy
2242	74.73	happy
2243	74.77	angry
2244	74.80	angry
2245	74.83	angry
2246	74.87	angry
2247	74.90	angry
2248	74.93	angry
2249	74.97	angry
2250	75.00	angry
2251	75.03	angry
2252	75.07	angry
2253	75.10	angry
2254	75.13	happy
2255	75.17	happy
2256	75.20	happy
2257	75.23	happy
2258	75.27	happy
2259	75.30	happy
2260	75.33	happy
2261	75.37	happy
2262	75.40	happy
2263	75.43	happy
2264	75.47	neutral
2265	75.50	neutral
2266	75.53	neutral
2267	75.57	neutral
2268	75.60	neutral
2269	75.63	neutral
2270	75.67	angry
2271	75.70	angry
2272	75.73	angry
2273	75.77	fear
2274	75.80	fear
2275	75.83	fear
2276	75.87	fear
2277	75.90	fear
2278	75.93	fear
2279	75.97	fear
2280	76.00	fear
2281	76.03	fear
2282	76.07	fear
2283	76.10	fear
2284	76.13	sad
2285	76.17	sad
2286	76.20	sad
2287	76.23	sad
2288	76.27	fear
2289	76.30	sad
2290	76.33	sad
2291	76.37	sad
2292	76.40	sad
2293	76.43	sad
2294	76.47	sad
2295	76.50	sad
2296	76.53	sad
2297	76.57	sad
2298	76.60	sad
2299	76.63	sad
2300	76.67	sad
2301	76.70	sad
2302	76.73	sad
2303	76.77	sad
2304	76.80	sad
2305	76.83	sad
2306	76.87	fear
2307	76.90	fear
2308	76.93	sad
2309	76.97	sad
2310	77.00	sad
2311	77.03	sad
2312	77.07	sad
2313	77.10	sad
2314	77.13	sad
2315	77.17	fear
2316	77.20	fear
2317	77.23	fear
2318	77.27	fear
2319	77.30	fear
2320	77.33	fear
2321	77.37	sad
2322	77.40	sad
2323	77.43	sad
2324	77.47	sad
2325	77.50	sad
2326	77.53	sad
2327	77.57	sad
2328	77.60	sad
2329	77.63	sad
2330	77.67	sad
2331	77.70	sad
2332	77.73	sad
2333	77.77	sad
2334	77.80	sad
2335	77.83	sad
2336	77.87	sad
2337	77.90	sad
2338	77.93	sad
2339	77.97	sad
2340	78.00	sad
2341	78.03	sad
2342	78.07	sad
2343	78.10	fear
2344	78.13	fear
2345	78.17	sad
2346	78.20	sad
2347	78.23	sad
2348	78.27	sad
2349	78.30	sad
2350	78.33	sad
2351	78.37	sad
2352	78.40	sad
2353	78.43	sad
2354	78.47	sad
2355	78.50	sad
2356	78.53	sad
2357	78.57	fear
2358	78.60	fear
2359	78.63	fear
2360	78.67	sad
2361	78.70	sad
2362	78.73	sad
2363	78.77	sad
2364	78.80	sad
2365	78.83	sad
2366	78.87	sad
2367	78.90	sad
2368	78.93	sad
2369	78.97	sad
2370	79.00	neutral
2371	79.03	neutral
2372	79.07	neutral
2373	79.10	neutral
2374	79.13	neutral
2375	79.17	neutral
2376	79.20	neutral
2377	79.23	neutral
2378	79.27	neutral
2379	79.30	neutral
2380	79.33	neutral
2381	79.37	neutral
2382	79.40	neutral
2383	79.43	neutral
2384	79.47	neutral
2385	79.50	neutral
2386	79.53	neutral
2387	79.57	neutral
2388	79.60	neutral
2389	79.63	neutral
2390	79.67	neutral
2391	79.70	neutral
2392	79.73	neutral
2393	79.77	neutral
2394	79.80	neutral
2395	79.83	neutral
2396	79.87	neutral
2397	79.90	neutral
2398	79.93	neutral
2399	79.97	neutral
2400	80.00	neutral
2401	80.03	neutral
2402	80.07	neutral
2403	80.10	fear
2404	80.13	neutral
2405	80.17	fear
2406	80.20	fear
2407	80.23	fear
2408	80.27	neutral
2409	80.30	fear
2410	80.33	fear
2411	80.37	fear
2412	80.40	fear
2413	80.43	fear
2414	80.47	fear
2415	80.50	fear
2416	80.53	neutral
2417	80.57	fear
2418	80.60	fear
2419	80.63	neutral
2420	80.67	neutral
2421	80.70	neutral
2422	80.73	neutral
2423	80.77	neutral
2424	80.80	neutral
2425	80.83	neutral
2426	80.87	neutral
2427	80.90	neutral
2428	80.93	neutral
2429	80.97	neutral
2430	81.00	neutral
2431	81.03	neutral
2432	81.07	neutral
2433	81.10	fear
2434	81.13	surprise
2435	81.17	surprise
2436	81.20	surprise
2437	81.23	surprise
2438	81.27	happy
2439	81.30	neutral
2440	81.33	happy
2441	81.37	neutral
2442	81.40	neutral
2443	81.43	neutral
2444	81.47	neutral
2445	81.50	neutral
2446	81.53	happy
2447	81.57	happy
2448	81.60	happy
2449	81.63	happy
2450	81.67	disgust
2451	81.70	happy
2452	81.73	neutral
2453	81.77	surprise
2454	81.80	surprise
2455	81.83	surprise
2456	81.87	neutral
2457	81.90	neutral
2458	81.93	surprise
2459	81.97	surprise
2460	82.00	surprise
2461	82.03	surprise
2462	82.07	happy
2463	82.10	happy
2464	82.13	happy
2465	82.17	happy
2466	82.20	happy
2467	82.23	happy
2468	82.27	fear
2469	82.30	fear
2470	82.33	fear
2471	82.37	surprise
2472	82.40	fear
2473	82.43	fear
2474	82.47	fear
2475	82.50	fear
2476	82.53	surprise
2477	82.57	fear
2478	82.60	fear
2479	82.63	surprise
2480	82.67	neutral
2481	82.70	fear
2482	82.73	fear
2483	82.77	fear
2484	82.80	fear
2485	82.83	fear
2486	82.87	happy
2487	82.90	happy
2488	82.93	fear
2489	82.97	happy
2490	83.00	sad
2491	83.03	fear
2492	83.07	fear
2493	83.10	fear
2494	83.13	fear
2495	83.17	sad
2496	83.20	sad
2497	83.23	sad
2498	83.27	sad
2499	83.30	sad
2500	83.33	sad
2501	83.37	sad
2502	83.40	happy
2503	83.43	happy
2504	83.47	happy
2505	83.50	sad
2506	83.53	sad
2507	83.57	sad
2508	83.60	sad
2509	83.63	happy
2510	83.67	happy
2511	83.70	sad
2512	83.73	sad
2513	83.77	happy
2514	83.80	happy
2515	83.83	sad
2516	83.87	happy
2517	83.90	happy
2518	83.93	happy
2519	83.97	happy
2520	84.00	sad
2521	84.03	sad
2522	84.07	sad
2523	84.10	sad
2524	84.13	sad
2525	84.17	sad
2526	84.20	sad
2527	84.23	sad
2528	84.27	sad
2529	84.30	sad
2530	84.33	sad
2531	84.37	sad
2532	84.40	sad
2533	84.43	sad
2534	84.47	sad
2535	84.50	sad
2536	84.53	sad
2537	84.57	sad
2538	84.60	sad
2539	84.63	sad
2540	84.67	sad
2541	84.70	sad
2542	84.73	sad
2543	84.77	sad
2544	84.80	sad
2545	84.83	sad
2546	84.87	sad
2547	84.90	sad
2548	84.93	sad
2549	84.97	sad
2550	85.00	sad
2551	85.03	sad
2552	85.07	sad
2553	85.10	sad
2554	85.13	sad
2555	85.17	sad
2556	85.20	angry
2557	85.23	angry
2558	85.27	sad
2559	85.30	angry
2560	85.33	sad
2561	85.37	sad
2562	85.40	sad
2563	85.43	sad
2564	85.47	sad
2565	85.50	sad
2566	85.53	sad
2567	85.57	sad
2568	85.60	sad
2569	85.63	sad
2570	85.67	sad
2571	85.70	sad
2572	85.73	sad
2573	85.77	sad
2574	85.80	sad
2575	85.83	sad
2576	85.87	sad
2577	85.90	sad
2578	85.93	sad
2579	85.97	sad
2580	86.00	sad
2581	86.03	sad
2582	86.07	happy
2583	86.10	sad
2584	86.13	sad
2585	86.17	sad
2586	86.20	sad
2587	86.23	sad
2588	86.27	neutral
2589	86.30	neutral
2590	86.33	neutral
2591	86.37	sad
2592	86.40	sad
2593	86.43	sad
2594	86.47	sad
2595	86.50	sad
2596	86.53	sad
2597	86.57	sad
2598	86.60	sad
2599	86.63	sad
2600	86.67	sad
2601	86.70	happy
2602	86.73	happy
2603	86.77	happy
2604	86.80	happy
2605	86.83	happy
2606	86.87	happy
2607	86.90	happy
2608	86.93	happy
2609	86.97	happy
2610	87.00	sad
2611	87.03	sad
2612	87.07	sad
2613	87.10	sad
2614	87.13	sad
2615	87.17	sad
2616	87.20	sad
2617	87.23	sad
2618	87.27	angry
2619	87.30	angry
2620	87.33	sad
2621	87.37	sad
2622	87.40	sad
2623	87.43	sad
2624	87.47	sad
2625	87.50	sad
2626	87.53	sad
2627	87.57	angry
2628	87.60	angry
2629	87.63	angry
2630	87.67	sad
2631	87.70	sad
2632	87.73	angry
2633	87.77	angry
2634	87.80	angry
2635	87.83	sad
2636	87.87	sad
2637	87.90	sad
2638	87.93	sad
2639	87.97	sad
2640	88.00	sad
2641	88.03	sad
2642	88.07	sad
2643	88.10	sad
2644	88.13	sad
2645	88.17	sad
2646	88.20	sad
2647	88.23	sad
2648	88.27	sad
2649	88.30	sad
2650	88.33	sad
2651	88.37	angry
2652	88.40	angry
2653	88.43	angry
2654	88.47	sad
2655	88.50	sad
2656	88.53	sad
2657	88.57	sad
2658	88.60	sad
2659	88.63	sad
2660	88.67	sad
2661	88.70	sad
2662	88.73	sad
2663	88.77	sad
2664	88.80	sad
2665	88.83	sad
2666	88.87	sad
2667	88.90	sad
2668	88.93	sad
2669	88.97	sad
2670	89.00	angry
2671	89.03	angry
2672	89.07	sad
2673	89.10	sad
2674	89.13	sad
2675	89.17	sad
2676	89.20	neutral
2677	89.23	neutral
2678	89.27	neutral
2679	89.30	neutral
2680	89.33	neutral
2681	89.37	fear
2682	89.40	sad
2683	89.43	sad
2684	89.47	sad
2685	89.50	sad
2686	89.53	sad
2687	89.57	sad
2688	89.60	sad
2689	89.63	sad
2690	89.67	sad
2691	89.70	sad
2692	89.73	sad
2693	89.77	sad
2694	89.80	sad
2695	89.83	sad
2696	89.87	sad
2697	89.90	sad
2698	89.93	sad
2699	89.97	sad
2700	90.00	sad
2701	90.03	sad
2702	90.07	sad
2703	90.10	sad
2704	90.13	sad
2705	90.17	sad
2706	90.20	sad
2707	90.23	sad
2708	90.27	sad
2709	90.30	sad
2710	90.33	sad
2711	90.37	sad
2712	90.40	sad
2713	90.43	sad
2714	90.47	sad
2715	90.50	sad
2716	90.53	sad
2717	90.57	sad
2718	90.60	sad
2719	90.63	sad
2720	90.67	sad
2721	90.70	sad
2722	90.73	sad
2723	90.77	sad
2724	90.80	sad
2725	90.83	sad
2726	90.87	sad
2727	90.90	sad
2728	90.93	sad
2729	90.97	sad
2730	91.00	sad
2731	91.03	sad
2732	91.07	sad
2733	91.10	sad
2734	91.13	sad
2735	91.17	sad
2736	91.20	sad
2737	91.23	sad
2738	91.27	sad
2739	91.30	sad
2740	91.33	sad
2741	91.37	sad
2742	91.40	sad
2743	91.43	sad
2744	91.47	sad
2745	91.50	sad
2746	91.53	sad
2747	91.57	sad
2748	91.60	sad
2749	91.63	sad
2750	91.67	sad
2751	91.70	sad
2752	91.73	sad
2753	91.77	sad
2754	91.80	sad
2755	91.83	sad
2756	91.87	sad
2757	91.90	happy
2758	91.93	happy
2759	91.97	sad
2760	92.00	happy
2761	92.03	happy
2762	92.07	happy
2763	92.10	happy
2764	92.13	happy
2765	92.17	happy
